Plate #	Row	Column	ORF	Gene	Decription	GO Biological Process	GO Molecular Function	GO Cellular Component	96-position
6	N	17	YDR226W	ADK1	"Adenylate kinase, required for purine metabolism; localized to the cytoplasm and the mitochondria; lacks cleavable signal sequence"	heterocycle metabolic process	transferase activity	mitochondrial envelope, mitochondrion, cytoplasm	23-G9
6	N	18	YPL086C	ELP3	"Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin"	transcription, RNA metabolic process	transferase activity	nucleus, cytoplasm	24-G9
6	N	19	YDR227W	SIR4	"Silent information regulator that, together with SIR2 and SIR3, is involved in assembly of silent chromatin domains at telomeres and the silent mating-type loci; potentially phosphorylated by Cdc28p; some alleles of SIR4 prolong lifespan"	transcription, response to stress, chromosome organization, DNA metabolic process, RNA metabolic process	DNA binding, structural molecule activity, protein binding	nucleus, chromosome	23-G10
6	N	20	YPL084W	BRO1	Cytoplasmic class E vacuolar protein sorting (VPS) factor that coordinates deubiquitination in the multivesicular body (MVB) pathway by recruiting Doa4p to endosomes	transport, response to chemical stimulus, protein modification process, vesicle-mediated transport, cellular protein catabolic process	peptidase activity, hydrolase activity	membrane fraction, cytoplasm	24-G10
6	N	21	YDR229W	IVY1	Phospholipid-binding protein that interacts with both Ypt7p and Vps33p, may partially counteract the action of Vps33p and vice versa, localizes to the rim of the vacuole as cells approach stationary phase	vacuole organization, cellular membrane organization	lipid binding	membrane, vacuole, cytoplasm	23-G11
6	N	22	YPL081W	RPS9A	"Protein component of the small (40S) ribosomal subunit; nearly identical to Rps9Bp and has similarity to E. coli S4 and rat S9 ribosomal proteins"	translation, ribosome biogenesis, RNA metabolic process	RNA binding, structural molecule activity	ribosome, cytoplasm	24-G11
6	N	23	YDR230W	YDR230W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene COX20"	biological_process	molecular_function	cellular_component	23-G12
6	N	24	YPL080C	YPL080C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	24-G12
6	O	1	YLR333C	RPS25B	"Protein component of the small (40S) ribosomal subunit; nearly identical to Rps25Ap and has similarity to rat S25 ribosomal protein"	translation	structural molecule activity	ribosome, cytoplasm	21-H1
6	O	2	YLR280C	YLR280C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	22-H1
6	O	3	Blank	Blank	Blank	Blank	Blank	Blank	21-H2
6	O	4	Blank	Blank	Blank	Blank	Blank	Blank	22-H2
6	O	5	YLR335W	NUP2	"Nucleoporin involved in nucleocytoplasmic transport, binds to either the nucleoplasmic or cytoplasmic faces of the nuclear pore complex depending on Ran-GTP levels; also has a role in chromatin organization"	transport, transcription, ribosome biogenesis, nucleus organization, RNA metabolic process	structural molecule activity	nucleus, endomembrane system, chromosome, mitochondrion, membrane, cytoplasm	21-H3
6	O	6	YLR281C	YLR281C	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YLR281C is not an essential gene"	biological_process	molecular_function	mitochondrion, cytoplasm	22-H3
6	O	7	YLR341W	SPO77	"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis"	sporulation resulting in formation of a cellular spore	molecular_function	other	21-H4
6	O	8	YLR282C	YLR282C	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation confers an increase in Ty1 transposition"	biological_process	molecular_function	cellular_component	22-H4
6	O	9	YLR342W	FKS1	"Catalytic subunit of 1,3-beta-D-glucan synthase, functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling"	transport, cellular carbohydrate metabolic process, vesicle-mediated transport, cellular membrane organization	transferase activity	cell cortex, membrane fraction, cytoskeleton, mitochondrion, membrane, cytoplasm, plasma membrane	21-H5
6	O	10	YLR283W	YLR283W	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YLR283W is not an essential gene"	biological_process	molecular_function	mitochondrion, cytoplasm	22-H5
6	O	11	YLR344W	RPL26A	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl26Bp and has similarity to E. coli L24 and rat L26 ribosomal proteins; binds to 5.8S rRNA"	translation	RNA binding, structural molecule activity	ribosome, cytoplasm	21-H6
6	O	12	YLR284C	ECI1	Peroxisomal delta3,delta2-enoyl-CoA isomerase, hexameric protein that converts 3-hexenoyl-CoA to trans-2-hexenoyl-CoA, essential for the beta-oxidation of unsaturated fatty acids, oleate-induced	cellular lipid metabolic process	isomerase activity	peroxisome, cytoplasm	22-H6
6	O	13	YLR345W	YLR345W	"Similar to 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase enzymes responsible for the metabolism of fructoso-2,6-bisphosphate; mRNA expression is repressed by the Rfx1p-Tup1p-Ssn6p repressor complex; YLR345W is not an essential gene"	cellular carbohydrate metabolic process, generation of precursor metabolites and energy	transferase activity	cytoplasm	21-H7
6	O	14	YLR285W	NNT1	Putative nicotinamide N-methyltransferase, has a role in rDNA silencing and in lifespan determination	cofactor metabolic process, transcription, RNA metabolic process	transferase activity	cytoplasm	22-H7
6	O	15	YLR348C	DIC1	Mitochondrial dicarboxylate carrier, integral membrane protein, catalyzes a dicarboxylate-phosphate exchange across the inner mitochondrial membrane, transports cytoplasmic dicarboxylates into the mitochondrial matrix	transport	transporter activity	mitochondrial envelope, mitochondrion, cytoplasm	21-H8
6	O	16	YLR287C	YLR287C	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR287C is not an essential gene"	biological_process	molecular_function	cytoplasm	22-H8
6	O	17	YLR349W	YLR349W	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified ORF DIC1/YLR348C"	biological_process	molecular_function	cellular_component	21-H9
6	O	18	YLR287-A	YLR287-A	-	-	-	-	22-H9
6	O	19	YLR350W	ORM2	"Evolutionarily conserved protein with similarity to Orm1p, required for resistance to agents that induce the unfolded protein response; human ortholog is located in the endoplasmic reticulum"	response to stress, response to chemical stimulus	molecular_function	endoplasmic reticulum, cytoplasm	21-H10
6	O	20	YLR288C	MEC3	"DNA damage and meiotic pachytene checkpoint protein; subunit of a heterotrimeric complex (Rad17p-Mec3p-Ddc1p) that forms a sliding clamp, loaded onto partial duplex DNA by a clamp loader complex; homolog of human and S. pombe Hus1"	transcription, signal transduction, response to stress, chromosome organization, cell cycle, DNA metabolic process, RNA metabolic process	DNA binding	nucleus, chromosome	22-H10
6	O	21	YLR351C	NIT3	"Nit protein, one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member"	biological_process	hydrolase activity	mitochondrion, cytoplasm	21-H11
6	O	22	YLR289W	GUF1	"Mitochondrial matrix GTPase that associates with mitochondrial ribosomes; important for translation under temperature and nutrient stress; may have a role in translational fidelity; similar to bacterial LepA elongation factor"	translation	hydrolase activity	ribosome, mitochondrion, cytoplasm	22-H11
6	O	23	YLR352W	YLR352W	"Putative protein of unknown function with similarity to F-box proteins; interacts with Skp1p and Cdc53p; YLR352W is not an essential gene"	biological_process	molecular_function	cellular_component	21-H12
6	O	24	YLR290C	YLR290C	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YLR290C is not an essential gene"	biological_process	molecular_function	mitochondrion, cytoplasm	22-H12
6	P	1	YDR231C	COX20	Mitochondrial inner membrane protein, required for proteolytic processing of Cox2p and its assembly into cytochrome c oxidase	mitochondrion organization, generation of precursor metabolites and energy, protein complex biogenesis, cellular respiration	protein binding	mitochondrion, membrane, mitochondrial envelope, cytoplasm	23-H1
6	P	2	YPL079W	RPL21B	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl21Ap and has similarity to rat L21 ribosomal protein	translation	structural molecule activity	ribosome, cytoplasm	24-H1
6	P	3	Blank	Blank	Blank	Blank	Blank	Blank	23-H2
6	P	4	Blank	Blank	Blank	Blank	Blank	Blank	24-H2
6	P	5	YDR233C	RTN1	"ER membrane protein that interacts with Sey1p to maintain ER morphology; interacts with exocyst subunit Sec6p, with Yip3p, and with Sbh1p; null mutant has an altered ER morphology; member of the RTNLA (reticulon-like A) subfamily"	transport	molecular_function	membrane, endomembrane system, mitochondrion, endoplasmic reticulum, cytoplasm, Golgi apparatus	23-H3
6	P	6	YPL078C	ATP4	"Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated"	transport, heterocycle metabolic process, generation of precursor metabolites and energy	hydrolase activity, transporter activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	24-H3
6	P	7	YDR234W	LYS4	Homoaconitase, catalyzes the conversion of homocitrate to homoisocitrate, which is a step in the lysine biosynthesis pathway	cellular amino acid and derivative metabolic process	lyase activity	mitochondrion, cytoplasm	23-H4
6	P	8	YPL077C	YPL077C	"Putative protein of unknown function; regulates PIS1 expression; mutant displays spore wall assembly defect in ether sensitivity screen; YPL077C is not an essential gene"	biological_process	molecular_function	cellular_component	24-H4
6	P	9	YDR237W	MRPL7	Mitochondrial ribosomal protein of the large subunit	mitochondrion organization, translation	structural molecule activity	ribosome, mitochondrion, cytoplasm	23-H5
6	P	10	YPL074W	YTA6	Putative ATPase of the CDC48/PAS1/SEC18 (AAA) family, localized to the cortex of mother cells but not to daughter cells	biological_process	hydrolase activity	cell cortex, cytoplasm	24-H5
6	P	11	YDR239C	YDR239C	Protein of unknown function that may interact with ribosomes, based on co-purification experiments	biological_process	molecular_function	ribosome, cytoplasm	23-H6
